,website,date,city,STATE,category of place,Nazi Reference,target,location,place,"('latitude', 'longitude')"
603,https://www.dallasnews.com/news/education/2017/12/22/swastikas-heil-hitler-found-highland-park-school-after-students-read-diary-anne-frank,2017-12-22,Dallas,TX,K-12,No,,"Dallas, TX","Dallas, Dallas County, Texas, United States of America","(32.7762719, -96.7968559)"
604,http://themanchestermirror.com/2017/01/02/manchester-residents-begin-one-human-family-sign-campaign-in-response-to-swastika-in-village/,2017-12-22,Manchester,MI,park,No,,"Manchester, MI","Manchester, Washtenaw County, Michigan, 48158, United States of America","(42.1503178, -84.0377231)"
605,http://www.carrollcountytimes.com/news/crime/cc-westminster-graffiti-20171222-story.html,2017-12-22,Westminster,MD,public space,No,,"Westminster, MD","Westminster, Carroll County, Maryland, United States of America","(39.5752639, -76.9959277)"
606,https://www.amny.com/news/swastikas-manhattan-vandalism-1.15649819,2017-12-23,New York,NY,private property,No,,"New York, NY","NYC, New York, United States of America","(40.7306458, -73.9866136)"
607,https://www.stanforddaily.com/2018/01/11/police-blotter-dec-12-to-jan-8/,2017-12-23,Palo Alto,CA,college,No,,"Palo Alto, CA","Palo Alto, Santa Clara County, California, United States of America","(37.4455862, -122.1619289)"
608,https://psuvanguard.com/nazi-propaganda-decorates-pcc-campus-over-holiday-break/,2017-12-23,Portland,OR,college,No,Non-White,"Portland, OR","Portland, Multnomah County, Oregon, United States of America","(45.5202471, -122.6741949)"
609,http://www.thestate.com/news/local/crime/article191724954.html,2017-12-25,Lexington,SC,public space,No,,"Lexington, SC","Lexington, Lexington County, South Carolina, 29071, United States of America","(33.98390015, -81.2260108261701)"
610,https://patch.com/new-york/massapequa/swastika-graffiti-found-massapequa-park,2017-12-30,Massapequa Park,NY,park,No,,"Massapequa Park, NY","Massapequa Park, Nassau County, New York, 11762, United States of America","(40.6803785, -73.4551241)"
611,https://abc13.com/spray-paint-graffiti-vandalism-sienna-plantation/1732186/,2017-12-31,MIssouri City,TX,private property,No,,"MIssouri City, TX","Missouri City, Fort Bend County, Texas, United States of America","(29.6185669, -95.5377215)"
612,http://www.nydailynews.com/new-york/manhattan/deliveryman-caught-video-drawing-swastika-wall-st-building-article-1.3735340,2018-01-02,New York,NY,private property,No,,"New York, NY","NYC, New York, United States of America","(40.7306458, -73.9866136)"
613,https://keyt.com/news/2018/01/04/traffic-sign-vandalized-with-swastika-at-a-buellton-elementary-school/,2018-01-03,Buellton,CA,K-12,No,,"Buellton, CA","Buellton, Santa Barbara County, California, 93427, United States of America","(34.6134727, -120.1936692)"
614,https://nypost.com/2018/02/23/vandal-tags-nyu-building-with-4th-swastika-in-past-two-months/,2018-01-03,New York,NY,college,No,,"New York, NY","NYC, New York, United States of America","(40.7306458, -73.9866136)"
615,https://www.eugeneweekly.com/2018/01/11/swastikas-anti-immigration-slogans-painted-in-eugene/,2018-01-04,Eugene,OR,local business,No,,"Eugene, OR","Eugene, Lane County, Oregon, United States of America","(44.0505054, -123.0950506)"
616,http://njjewishnews.com/article/36835/no-suspects-after-swastikas-found-on-lawn-of-highland-park-jewish-homeowner#.WyGEYVMvwUE,2018-01-05,Highland Park,NJ,private property,No,Jewish Community,"Highland Park, NJ","Highland Park, Middlesex County, New Jersey, 08904, United States of America","(40.4959379, -74.4243178)"
617,http://njjewishnews.com/article/36835/no-suspects-after-swastikas-found-on-lawn-of-highland-park-jewish-homeowner#.WyGEYVMvwUE,2018-01-05,Highland Park,NJ,private property,No,Jewish Community,"Highland Park, NJ","Highland Park, Middlesex County, New Jersey, 08904, United States of America","(40.4959379, -74.4243178)"
618,https://www.theindychannel.com/news/local-news/johnson-county/vandals-paint-swastika-male-genitalia-on-greenwood-homes,2018-01-07,Greenwood,IA,private property,No,,"Greenwood, IA","Greenwood Cemetary, Muscatine, Muscatine County, Iowa, United States of America","(41.41903205, -91.0668055576166)"
619,https://www.theindychannel.com/news/local-news/johnson-county/vandals-paint-swastika-male-genitalia-on-greenwood-homes,2018-01-07,Greenwood,IA,private property,No,,"Greenwood, IA","Greenwood Cemetary, Muscatine, Muscatine County, Iowa, United States of America","(41.41903205, -91.0668055576166)"
620,http://kfor.com/2018/01/07/oklahoma-woman-wakes-up-to-swastika-on-her-trailer/,2018-01-07,Oklahoma City,OK,private property,No,,"Oklahoma City, OK","Oklahoma City, Oklahoma County, Oklahoma, United States of America","(35.4729886, -97.5170536)"
621,https://www.eugeneweekly.com/2018/01/11/swastikas-anti-immigration-slogans-painted-in-eugene/,2018-01-08,Eugene,OR,college,No,Immigrant,"Eugene, OR","Eugene, Lane County, Oregon, United States of America","(44.0505054, -123.0950506)"
622,https://www.theridgefieldpress.com/news/people/article/Community-responds-to-latest-incident-of-swastika-14008072.php,2018-01-09,Ridgefield,CT,local business,No,,"Ridgefield, CT","Ridgefield, Fairfield County, Connecticut, United States of America","(41.2814842, -73.4981792)"
623,https://fox28media.com/news/local/swastika-drawn-on-teen-at-school-mother-wants-bullying-addressed,2018-01-09,Savannah,GA,K-12,No,,"Savannah, GA","Savannah, Chatham County, Georgia, United States of America","(32.0809263, -81.0911768)"
624,https://www.middletownpress.com/middletown/article/East-Haddam-man-charged-for-swastika-graffiti-12604184.php,2018-01-12,Haddam,CT,local business,No,,"Haddam, CT","Haddam, Middlesex County, Connecticut, 06438, United States of America","(41.4773213, -72.5120333)"
625,http://www.wishtv.com/news/indiana-man-spots-swastika-carved-in-snow-near-his-home/1096605754,2018-01-16,Fort Wayne,IN,private property,No,,"Fort Wayne, IN","Fort Wayne, Allen County, Indiana, United States of America","(41.0799898, -85.1386015)"
626,https://www.pghcitypaper.com/Blogh/archives/2018/01/25/more-than-a-dozen-swastikas-drawn-in-snow-on-cars-in-pittsburghs-oakland-neighborhood,2018-01-16,Pittsburgh,PA,private property,No,,"Pittsburgh, PA","PGH, Allegheny County, Pennsylvania, United States of America","(40.4416941, -79.9900861)"
627,https://www.westsiderag.com/2018/11/19/swastikas-defile-classic-locomotive-in-riverside-park-anti-republican-slur-in-72nd-street-subway-station,2018-01-18,New York,NY,park,No,,"New York, NY","NYC, New York, United States of America","(40.7306458, -73.9866136)"
628,https://dailyvoice.com/connecticut/trumbull/police-fire/swastika-carved-into-tree-in-redding/731606/,2018-01-20,Redding,CT,park,No,,"Redding, CT","Redding, Fairfield County, Connecticut, 06896, United States of America","(41.3025956, -73.3834532)"
629,https://billingsgazette.com/news/local/vandals-paint-swastikas-other-grafitti-on-billings-schools/article_5ee85f98-74da-56f5-9161-92906454b313.html,2018-01-23,Billings,MT,K-12,No,LGBTQ,"Billings, MT","Billings, Yellowstone County, Montana, United States of America","(45.7874957, -108.49607)"
630,https://billingsgazette.com/news/local/billings-church-gets-hit-again-with-swastika-anti-gay-graffiti/article_a89cb9fc-ef2d-5787-8adc-73f3fa17f551.html,2018-01-25,Billings,MT,religious institution,No,LGBTQ,"Billings, MT","Billings, Yellowstone County, Montana, United States of America","(45.7874957, -108.49607)"
631,https://patch.com/new-york/bedford/2-more-incidents-anti-semitic-graffiti-found-john-jay,2018-01-30,Lewisboro,NY,K-12,No,,"Lewisboro, NY","Lewisboro, Town of Lewisboro, Westchester County, New York, 10590, United States of America","(41.2381511, -73.5226245)"
632,https://patch.com/new-york/bedford/2-more-incidents-anti-semitic-graffiti-found-john-jay,2018-01-30,Lewisboro,NY,K-12,No,,"Lewisboro, NY","Lewisboro, Town of Lewisboro, Westchester County, New York, 10590, United States of America","(41.2381511, -73.5226245)"
633,http://abc6onyourside.com/news/local/threat-swastika-on-wall-spur-extra-security-at-ohio-school,2018-01-30,Wooster,OH,K-12,No,multiple,"Wooster, OH","Wooster, Wayne County, Ohio, 44691, United States of America","(40.7991766, -81.9383187)"
634,http://www.bakersfield.com/news/swastikas-spray-painted-on-multiple-homes-in-bakersfield-retirement-community/article_a1bc8cc8-06c5-11e8-9c8c-2fdf8ea5c0e4.html,2018-01-31,Bakersfield,CA,private property,No,,"Bakersfield, CA","Bakersfield, Kern County, California, United States of America","(35.3738712, -119.0194639)"
635,https://nypost.com/2018/02/23/vandal-tags-nyu-building-with-4th-swastika-in-past-two-months/,2018-01-31,New York,NY,college,No,,"New York, NY","NYC, New York, United States of America","(40.7306458, -73.9866136)"
636,http://www.sanluisobispo.com/news/local/crime/article198469169.html,2018-01-31,San Luis Obispo,CA,public space,No,,"San Luis Obispo, CA","San Luis Obispo, San Luis Obispo County, California, United States of America","(35.2827525, -120.6596156)"
637,https://columbiachronicle.com/ce4d1ff8-0df2-11e8-b4e2-db1066cfbc19,2018-02-01,Chicago,IL,college,No,,"Chicago, IL","Chicago, Cook County, Illinois, United States of America","(41.8755546, -87.6244212)"
638,https://www.dallasnews.com/news/flower-mound/2018/02/01/marcus-high-school-confronts-racist-photo-posted-online,2018-02-01,Flower Mound,TX,K-12,No,,"Flower Mound, TX","Flower Mound, Denton County, Texas, United States of America","(33.0145673, -97.0969552)"
639,https://norwell.wickedlocal.com/news/20180202/norwell-high-addresses-latest-swastika-incident,2018-02-02,Norwell,MA,K-12,No,,"Norwell, MA","Norwell, Plymouth County, Massachusetts, 02061, United States of America","(42.1617681, -70.7939307)"
640,https://www.sfgate.com/bayarea/article/Swastika-found-San-Jose-college-campus-Evergreen-12549111.php,2018-02-02,San Jose,CA,college,No,multiple,"San Jose, CA","San Jose Diridon, Laurel Grove Lane, Plant 51, Buena Vista, San José, Santa Clara County, California, 95110, United States of America","(37.3297085, -121.9031599)"
641,https://www.desertsun.com/story/news/crime_courts/2018/02/05/swastika-among-graffiti-left-cathedral-city-neighborhood-neighbors-say/308324002/,2018-02-04,Cathedral City,CA,public space,No,,"Cathedral City, CA","Cathedral City, McCallum Way, Cathedral City, Riverside County, California, CA 92264, United States of America","(33.82299805, -116.466870242712)"
642,https://www.waaytv.com/content/news/University-of-Alabama-and-Huntsville-finds-graffiti-of-swastikas--473842833.html,2018-02-09,Huntsville,AL,college,No,,"Huntsville, AL","Huntsville, Madison County, Alabama, United States of America","(34.729847, -86.5859011)"
643,http://www.dailycardinal.com/article/2018/02/swastika-slur-found-drawn-in-snow-near-botany-gardens,2018-02-13,Madison,WI,college,No,LGBTQ,"Madison, WI","Madison, Dane County, Wisconsin, United States of America","(43.074761, -89.3837613)"
644,https://www.cnn.com/2018/02/27/us/florida-school-shooter-ammunition-left/index.html,2018-02-14,Parkland,FL,K-12,No,,"Parkland, FL","Parkland, Broward County, Florida, 33067, United States of America","(26.3100794, -80.23727)"
645,https://www.azcentral.com/story/news/local/phoenix-education/2018/02/15/photo-human-swastika-made-paradise-valley-high-school-students-creating-human-swastika-circulates/341909002/,2018-02-14,Phoenix,AZ,K-12,No,,"Phoenix, AZ","Phoenix, Maricopa County, Arizona, United States of America","(33.4485866, -112.0773456)"
646,http://deerfieldscroll.com/2018/02/deerfield-fights-hate/,2018-02-15,Deerfield,MA,K-12,No,,"Deerfield, MA","Deerfield, Franklin, Massachusetts, 01342, United States of America","(42.5453345, -72.6046809)"
647,https://nypost.com/2018/02/23/vandal-tags-nyu-building-with-4th-swastika-in-past-two-months/,2018-02-15,New York,NY,college,No,,"New York, NY","NYC, New York, United States of America","(40.7306458, -73.9866136)"
648,http://www.cleveland19.com/story/37519857/interracial-westlake-couple-speaks-out-after-hate-message-found-in-front-yard,2018-02-15,Westlake,OH,private property,No,multiple,"Westlake, OH","Westlake, Cuyahoga County, Ohio, United States of America","(41.4553232, -81.9179174)"
649,http://dailycampus.squarespace.com/stories/2018/2/20/snow-swastikas-found-outside-oak-hall,2018-02-17,Hartford,CT,college,No,,"Hartford, CT","Hartford, Hartford County, Connecticut, 06156, United States of America","(41.7645491, -72.6908673)"
650,https://medium.com/colby-echo/community-navigates-aftermath-of-hate-symbol-2f79d81ae143,2018-02-19,Waterville,ME,college,No,,"Waterville, ME","Waterville, Kennebec County, Maine, United States of America","(44.5520105, -69.6317121)"
651,http://abc7ny.com/swastikas-found-on-cars-in-brooklyn/3123170/,2018-02-21,Brooklyn,NY,private property,No,Jewish Community,"Brooklyn, NY","BK, Kings County, NYC, New York, 11226, United States of America","(40.6501038, -73.9495823)"
652,"https://www.liherald.com/stories/bias-incident-reported-in-oceanside,100393",2018-02-21,Oceanside,NY,private property,No,,"Oceanside, NY","Oceanside, Nassau County, New York, United States of America","(40.6387141, -73.6401296)"
653,https://www.newsday.com/long-island/crime/graffiti-swastika-sprayed-oceanside-homes-1.16898329,2018-02-21,Oceanside,NY,private property,No,,"Oceanside, NY","Oceanside, Nassau County, New York, United States of America","(40.6387141, -73.6401296)"
654,https://nypost.com/2018/02/23/vandal-tags-nyu-building-with-4th-swastika-in-past-two-months/,2018-02-22,New York,NY,college,No,,"New York, NY","NYC, New York, United States of America","(40.7306458, -73.9866136)"
655,https://www.cincinnati.com/story/news/2018/02/27/xavier-investigates-report-nazi-swastika-flag-dorm/376334002/,2018-02-24,Cincinnati,OH,college,No,,"Cincinnati, OH","Cincinnati, Hamilton County, Ohio, United States of America","(39.1014537, -84.5124602)"
656,http://www.union-bulletin.com/news/swastika-found-at-whitman-college/article_5fe59e18-1bf4-11e8-b9f9-73303f1f7853.html,2018-02-26,Walla Walla,WA,K-12,No,,"Walla Walla, WA","Walla Walla, Walla Walla County, Washington, United States of America","(46.0650381, -118.3302476)"
657,https://bangordailynews.com/2018/03/02/news/state/swastika-hate-speech-left-on-maine-campground-sign/,2018-02-27,Naples,ME,local business,No,,"Naples, ME","Naples, Cumberland County, Maine, 04055, United States of America","(43.972063, -70.609818)"
658,"http://www.liherald.com/stories/swastika-found-outside-wantagh-home,100595",2018-02-27,Wantagh,NY,private property,No,,"Wantagh, NY","Wantagh, Nassau County, New York, 11793, United States of America","(40.6837121, -73.5101258)"
659,https://unfspinnaker.com/66300/news/police-beat-swastika-burglary-and-a-stolen-cell-phone/,2018-02-28,Jacksonville,FL,college,No,,"Jacksonville, FL","Jacksonville, Duval County, Florida, United States of America","(30.3321838, -81.655651)"
660,https://www.wivb.com/news/local-news/lockport-man-20-charged-with-posting-hateful-images-at-alfred-state-university/1083207379,2018-03-07,Alfred,NY,college,No,,"Alfred, NY","Alfred, Allegany County, New York, 14802, United States of America","(42.2542366, -77.7905509)"
661,https://wsvn.com/news/local/swastika-spray-painted-on-brightline-building-in-miami/,2018-03-08,Miami,FL,local business,No,,"Miami, FL","Miami, Miami-Dade County, Florida, United States of America","(25.7742658, -80.1936589)"
662,https://wcfcourier.com/news/local/education/luther-college-president-responds-to-symbols-of-hate/article_6d89174b-26d4-5cf5-9125-29d449b39207.html,2018-03-11,Decorah,IA,college,No,,"Decorah, IA","Decorah, Winneshiek County, Iowa, United States of America","(43.3033056, -91.7857092)"
663,https://www.ccnycampus.org/articles/2018/03/youll-never-hear-about-this?rq=swastika,2018-03-12,New York,NY,college,No,,"New York, NY","NYC, New York, United States of America","(40.7306458, -73.9866136)"
664,http://www.kcrg.com/content/news/UI-Police-investigate-Nazi-graffiti-left-on-campus-mural-477351073.html,2018-03-14,Iowa City,IA,college,No,,"Iowa City, IA","Iowa City, Johnson County, Iowa, United States of America","(41.6612561, -91.5299106)"
665,http://www.westernfrontonline.com/2018/03/16/two-reports-of-antisemitism-on-campus-this-week/,2018-03-15,Bellingham,WA,college,No,,"Bellingham, WA","Bellingham, Whatcom County, Washington, United States of America","(48.754402, -122.4788602)"
666,http://www.kansascity.com/latest-news/article205780714.html,2018-03-17,Kansas City,KS,public space,No,,"Kansas City, KS","Kansas City, Wyandotte County, Kansas, United States of America","(39.1146799, -94.7495246)"
667,https://www.phillymag.com/news/2018/03/20/northern-liberties-swastika/,2018-03-20,Philadelphia,PA,public facility,No,,"Philadelphia, PA","Philadelphia, Philadelphia County, Pennsylvania, United States of America","(39.9523993, -75.1635899)"
668,http://katu.com/news/local/swastikas-found-spray-painted-in-laurelhurst-dog-park,2018-03-21,Portland,OR,park,No,,"Portland, OR","Portland, Multnomah County, Oregon, United States of America","(45.5202471, -122.6741949)"
669,http://www.gastongazette.com/news/20180328/deputies-teens-sprayed-swastika-666-on-church-school-property,2018-03-24,Gastonia,NC,religious institution,No,,"Gastonia, NC","Gastonia, Gaston County, North Carolina, United States of America","(35.262082, -81.1873005)"
670,https://www.columbiaspectator.com/news/2020/04/01/this-semester-the-16th-floor-of-east-campus-has-seen-three-incidents-of-antisemitic-vandalism/,2018-03-24,New York,NY,college,No,,"New York, NY","NYC, New York, United States of America","(40.7306458, -73.9866136)"
671,https://www.news-leader.com/story/news/local/ozarks/now/2018/03/26/springfield-mom-finds-swastika-painted-front-door-windshield-busted/459022002/,2018-03-25,Springfield,MO,private property,No,Black American Community,"Springfield, MO","Springfield, Greene County, Missouri, United States of America","(37.2166779, -93.2920373)"
672,https://www.news-leader.com/story/news/local/ozarks/now/2018/03/26/springfield-mom-finds-swastika-painted-front-door-windshield-busted/459022002/,2018-03-25,Springfield,MO,private property,No,,"Springfield, MO","Springfield, Greene County, Missouri, United States of America","(37.2166779, -93.2920373)"
673,http://www.nj.com/essex/index.ssf/2018/04/newark_councilman_luis_quintana_campaign_poster_sw.html,2018-03-29,Newark,NJ,local business,No,,"Newark, NJ","Newark, Essex County, New Jersey, United States of America","(40.735657, -74.1723667)"
674,https://www.facebook.com/burienvoice/posts/expressions-of-racial-hatred-should-always-be-taken-seriously-occasionally-these/1539792386148372/,2018-03-30,Burien,WA,K-12,No,,"Burien, WA","Burien, King County, Washington, United States of America","(47.469918, -122.3485274)"
675,http://fox4kc.com/2018/03/30/vandals-spray-paint-swastikas-on-grain-valley-familys-mailbox/,2018-03-30,Grain Valley,MO,private property,No,,"Grain Valley, MO","Grain Valley, Jackson County, Missouri, 64029, United States of America","(39.0187651, -94.1976452)"
676,http://www.cjonline.com/news/20180408/police-swastika-in-east-topeka-was-prank,2018-04-01,Topeka,KS,private property,No,,"Topeka, KS","Topeka, Shawnee County, Kansas, United States of America","(39.049011, -95.677556)"
677,https://nypost.com/2018/04/17/13-cars-vandalized-with-swastikas-lewd-images-at-uri/,2018-04-04,Kingston,RI,college,No,,"Kingston, RI","Kingston, South Kingstown, Washington, Rhode Island, 02881, United States of America","(41.4803791, -71.5225598)"
678,https://www.nbcconnecticut.com/news/local/Waterbury-Park-Vandalized-With-Swastikas-479189583.html,2018-04-08,Waterbury,CT,park,No,,"Waterbury, CT","Waterbury, New Haven County, Connecticut, United States of America","(41.5581525, -73.0514966)"
679,http://www.miamiherald.com/news/local/crime/article209024819.html,2018-04-10,Coral Gables,FL,college,No,,"Coral Gables, FL","Coral Gables, Miami-Dade County, Florida, United States of America","(25.6905515, -80.235008979837)"
680,https://amchainitiative.org/search-by-incident#incident/search/display-by-date/search/details/5b516e6d9d1f3b0b33b84d46/,2018-04-13,San Luis Obispo,CA,college,No,,"San Luis Obispo, CA","San Luis Obispo, San Luis Obispo County, California, United States of America","(35.2827525, -120.6596156)"
681,http://www.miamiherald.com/news/local/crime/article209024819.html,2018-04-14,Coral Gables,FL,college,No,,"Coral Gables, FL","Coral Gables, Miami-Dade County, Florida, United States of America","(25.6905515, -80.235008979837)"
682,https://www.toledoblade.com/local/2018/04/19/Swastika-racial-slur-drawn-on-notepad-left-in-city-vehicle/stories/20180419152,2018-04-19,Toledo,OH,public facility,No,,"Toledo, OH","Toledo, Lucas County, Ohio, United States of America","(41.6786754, -83.5127283)"
683,https://qns.com/2018/05/swastika-graffiti-makes-second-appearance-on-dilapidated-holliswood-hospital/,2018-04-20,Queens,NY,public facility,No,,"Queens, NY","Queens County, NYC, New York, United States of America","(40.6524927, -73.7914214158161)"
684,http://time.com/5249811/neo-nazis-burn-swastika-georgia/,2018-04-21,Draketown,GA,park,No,,"Draketown, GA","Draketown, Haralson County, Georgia, 30179, United States of America","(33.8262159, -85.0441125)"
685,http://www.galesburg.com/news/20180430/galesburg-man-charged-with-painting-swastika-on-church-sign,2018-04-22,Dahinda,IL,religious institution,No,,"Dahinda, IL","Dahinda, Knox County, Illinois, 61428, United States of America","(40.9251449, -90.11045)"
686,http://www.sanluisobispo.com/news/local/article209675394.html,2018-04-22,San Luis Obispo,CA,public space,No,,"San Luis Obispo, CA","San Luis Obispo, San Luis Obispo County, California, United States of America","(35.2827525, -120.6596156)"
687,http://abc13.com/pets-animals/stranger-marks-dog-with-swastika-on-forehead/3398104/,2018-04-25,Springfield,MO,private property,No,,"Springfield, MO","Springfield, Greene County, Missouri, United States of America","(37.2166779, -93.2920373)"
688,https://www.wftv.com/news/local/racially-offensive-flyers-placed-on-cars-at-eastern-florida-state-college/741346153,2018-04-27,Cocoa,FL,college,No,National Socialist Legion,"Cocoa, FL","Cocoa, Brevard County, Florida, 32922, United States of America","(28.3861159, -80.7419984)"
689,https://www.newsday.com/long-island/crime/swastika-wantagh-playground-1.18312854,2018-04-28,Wantagh,NY,park,No,,"Wantagh, NY","Wantagh, Nassau County, New York, 11793, United States of America","(40.6837121, -73.5101258)"
690,http://www.newsweek.com/pennsylvania-west-mifflin-swastika-flag-seen-hung-home-919075,2018-05-01,West Mifflin,PA,private property,No,Black American Community,"West Mifflin, PA","West Mifflin, Allegheny County, Pennsylvania, United States of America","(40.3634026, -79.8664375)"
691,http://www.kwch.com/content/news/Spray-paint-swastika-spotted-at-Wichita-park-483260731.html,2018-05-01,Wichita,KS,park,No,,"Wichita, KS","Wichita, Sedgwick County, Kansas, United States of America","(37.6922361, -97.3375448)"
692,https://www.nbcboston.com/news/local/Arlington-High-School-Vandalism-Break-In-Investigation-482118991.html,2018-05-02,Arlington,MA,K-12,No,,"Arlington, MA","Arlington, Middlesex County, Massachusetts, United States of America","(42.4153739, -71.1564428)"
693,https://www.northjersey.com/story/news/bergen/ridgewood/2018/05/09/swastika-found-painted-ridgewood-nj-house/597177002/,2018-05-04,Ridgewood,NJ,private property,No,,"Ridgewood, NJ","Ridgewood, Bergen County, New Jersey, 07450, United States of America","(40.9791864, -74.1165757)"
694,https://www.clevelandjewishnews.com/news/local_news/swastika-found-on-candidate-s-yard-sign-in-licking-county/article_2cab0f08-5234-11e8-8d99-934df7187c96.html,2018-05-06,New Albany,OH,private property,No,,"New Albany, OH","New Albany, Plain Township, Franklin County, Ohio, 43054, United States of America","(40.0811745, -82.8087864)"
695,https://whdh.com/news/swastika-found-spray-painted-outside-needham-high-school/,2018-05-08,Needham,MA,K-12,No,,"Needham, MA","Needham, Norfolk County, Massachusetts, United States of America","(42.283431, -71.2328329)"
696,https://www.abcactionnews.com/news/national/biracial-couple-in-ohio-wakes-to-find-swastika-hanging-stuffed-monkey-and-white-only-message,2018-05-09,Middleburg Heights,OH,private property,No,Black American Community,"Middleburg Heights, OH","Middleburg Heights, Cuyahoga County, Ohio, United States of America","(41.3614401, -81.812912)"
697,https://nypost.com/2018/05/12/swastika-left-on-bulletin-board-at-harvard/,2018-05-10,Cambridge,MA,college,No,,"Cambridge, MA","Cambridge, Middlesex County, Massachusetts, United States of America","(42.3750997, -71.1056157)"
698,https://www.facebook.com/LesleyUniversity/posts/2018-05-14-a-message-from-president-weiss:/10156226224719795/,2018-05-12,Cambridge,MA,college,No,,"Cambridge, MA","Cambridge, Middlesex County, Massachusetts, United States of America","(42.3750997, -71.1056157)"
699,http://kdhnews.com/news/crime/painted-swastika-has-copperas-cove-family-taking-security-steps/article_047411d4-5913-11e8-8fe3-c325c4d70c28.html,2018-05-14,Copperas Cove,TX,private property,No,,"Copperas Cove, TX","Copperas Cove, Coryell County, Texas, 76522, United States of America","(31.124062, -97.9030785)"
700,https://www.baltimoresun.com/education/bs-md-swastika-high-school-20180524-story.html,2018-05-23,Glenelg,MD,K-12,No,Black American Community,"Glenelg, MD","Glenelg, Howard County, Maryland, 21737, United States of America","(39.2644382, -76.9899134)"
701,https://lexington.wickedlocal.com/news/20180529/swastika-and-666-found-carved-into-lexington-high-school-toilet-paper-dispenser,2018-05-24,Lexington,MA,K-12,No,,"Lexington, MA","Lexington, Middlesex County, Massachusetts, United States of America","(42.4473175, -71.2245003)"
702,http://thehill.com/blogs/blog-briefing-room/news/389530-over-200-gravestones-spray-painted-with-swastikas-ahead-of,2018-05-27,Glen Carbon,IL,cemetary,No,,"Glen Carbon, IL","Glen Carbon, Madison County, Illinois, 62034, United States of America","(38.7483814, -89.983158)"
703,https://www.nbcconnecticut.com/news/local/vandals-spray-paint-swastikas-at-lake-williams-state-park-in-lebanon/142613/,2018-06-02,Lebanon,CT,park,No,,"Lebanon, CT","Lebanon, New London County, Connecticut, 06249, United States of America","(41.6362097, -72.2125789)"
704,https://www.readingma.gov/press-release/news/town-manager-police-chief-school-superintendent-issue-statement-regarding-anti,2018-06-12,Reading,MA,K-12,No,Jewish Community,"Reading, MA","Reading, Middlesex County, Massachusetts, 01867, United States of America","(42.5256502, -71.0953314)"
705,https://whdh.com/news/swastika-666-spray-painted-on-vehicles-during-randolph-vandalism-spree/,2018-06-19,Randolph,MA,private property,No,,"Randolph, MA","Randolph, Norfolk County, Massachusetts, United States of America","(42.1625997, -71.0411588)"
706,https://www.seattletimes.com/nation-world/apxblack-man-s-pickup-painted-with-swastikas-slur/,2018-06-19,Vienna ,MI,private property,No,Black American Community,"Vienna , MI","Vienna, Maries County, Missouri, United States of America","(38.186712, -91.9472969)"
707,https://chicago.cbslocal.com/2018/06/20/swastika-stickers/,2018-06-20,Chicago,IL,park,No,Non-White,"Chicago, IL","Chicago, Cook County, Illinois, United States of America","(41.8755546, -87.6244212)"
708,https://www.elpasotimes.com/story/news/2018/06/25/jewish-cemetery-concordia-cemetery-el-paso-vandalized/731044002/,2018-06-24,El Paso,TX,cemetary,No,Jewish Community,"El Paso, TX","El Paso, El Paso County, Texas, 79901, United States of America","(31.7600372, -106.487287)"
709,https://www.aspentimes.com/news/a-knife-a-swastika-and-a-history-of-harassment/,2018-06-25,Aspen,CO,local business,No,,"Aspen, CO","Aspen, Pitkin County, Colorado, United States of America","(39.1911128, -106.8235606)"
710,https://whdh.com/news/westford-police-arrest-teen-accused-of-posting-racist-flyers-spray-painting-swastikas/,2018-06-25,Westford,MA,public space,No,Non-White,"Westford, MA","Westford, Middlesex County, Massachusetts, United States of America","(42.5792583, -71.4378411)"
711,https://www.wxyz.com/news/swastikas-painted-on-doors-of-taylor-apartment-complex-families-fear-for-safety,2018-07-06,Detroit,MI,private property,No,,"Detroit, MI","Detroit, Wayne County, Michigan, United States of America","(42.3486635, -83.0567375)"
712,https://www.newstimes.com/local/article/More-swastika-carvings-found-in-Ridgefield-13052385.php,2018-07-06,Ridgfield,CT,park,No,,"Ridgfield, CT",,"(0, 0)"
713,https://okcfox.com/news/nation-world/a-street-mural-depicting-caged-migrant-children-sparks-strong-reactions-in-las-cruces,2018-07-08,Las Cruces,NM,public space,No,,"Las Cruces, NM","Las Cruces, Elephant Butte, Sierra County, New Mexico, NM 87935, United States of America","(33.1680687, -107.2275523)"
714,https://www.fox2detroit.com/news/clarkston-neighborhood-vandalized-with-swastikas-racial-slurs,2018-07-09,Clarkston,MI,private property,No,,"Clarkston, MI","Clarkston, Oakland County, Michigan, 48327:48329, United States of America","(42.7086411, -83.4396633)"
715,https://www.newsweek.com/woman-arrested-spray-painting-racial-slur-and-swastika-neighbors-house-hail-1025123,2018-07-13,Toledo,OH,private property,No,Black American Community,"Toledo, OH","Toledo, Lucas County, Ohio, United States of America","(41.6786754, -83.5127283)"
716,https://www.ellsworthamerican.com/maine-news/breaking-news/swastika-reported-on-structure-on-shore-road/,2018-07-14,Ellsworth,ME,public facility,No,,"Ellsworth, ME","Ellsworth, Hancock County, Maine, United States of America","(44.5434831, -68.4201819)"
717,https://www.timesunion.com/news/article/Man-who-wore-Nazi-T-shirt-at-Crossgates-goes-viral-13095575.php,2018-07-20,Guilderland,NY,local business,No,,"Guilderland, NY","Guilderland, Town of Guilderland, Albany County, New York, 12084, United States of America","(42.704522, -73.911513)"
